agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Federal,Basic Support Account - 25213,13953,2022,3000000,6000,"20 By chapter 50, section 1, of the laws of 2022:
21 For services and expenses related to the New York state commission for
22 the blind.
23 Notwithstanding any other provision of law to the contrary, the money
24 hereby appropriated may be interchanged or transferred, without
25 limit, to any special revenue funds federal account and/or any
26 appropriation of the office of children and family services, and may
27 be increased or decreased without limit by transfer between these
28 appropriated amounts and appropriations (13953).
29 Nonpersonal service (57050) ... 3,000,000 ............... (re. $6,000)",298,20.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2022|3000000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,CBVH Gifts and Bequests Account - 20129,13953,2020,8507000,3000,"301 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 improve vending stands for the blind enterprise program pursuant to
2 an agreement between the New York state commission for the blind and
3 the dormitory authority, which may contain such other terms and
4 conditions as may be agreed upon by the parties thereto, including
5 provisions related to indemnities. All contracts for construction
6 awarded by the dormitory authority pursuant to this appropriation
7 shall be governed by article 8 of the labor law and shall be awarded
8 in accordance with the authority's procurement contract guidelines
9 adopted pursuant to section 2879 of the public authorities law
10 (13953).
11 Personal service (50000) ... 8,507,000 .................. (re. $3,000)",301,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2020|8507000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,CBVH Gifts and Bequests Account - 20129,57050,2020,24840000,9432000,"12 Nonpersonal service (57050) ... 24,840,000 .......... (re. $9,432,000)",301,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2020|24840000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,CBVH Gifts and Bequests Account - 20129,13953,2021,5000,5000,"34 By chapter 50, section 1, of the laws of 2021:
35 For services and expenses related to the New York state commission for
36 the blind (13953).
37 Supplies and materials (57000) ... 5,000 ................ (re. $5,000)",301,34.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2021|5000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,CBVH Gifts and Bequests Account - 20129,51000,2021,20000,11000,"38 Contractual services (51000) ... 20,000 ................ (re. $11,000)",301,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2021|20000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,Special Revenue Funds - Other,CBVH Gifts and Bequests Account - 20129,56000,2021,2000,2000,"39 Equipment (56000) ... 2,000 ............................. (re. $2,000)",301,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|56000|2021|2000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,13953,2021,543000,535000,"303 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 For services and expenses related to the vending stand program and
2 pension plan and establishing food service sites.
3 Notwithstanding any other provision of law to the contrary, the money
4 hereby appropriated may be interchanged or transferred, without
5 limit, to any special revenue funds - other account and/or any
6 appropriation of the office of children and family services, and may
7 be increased or decreased without limit by transfer between these
8 appropriated amounts and appropriations.
9 Notwithstanding any other provision of law to the contrary, the OGS
10 Interchange and Transfer Authority and the IT Interchange and Trans-
11 fer Authority as defined in the 2021-22 state fiscal year state
12 operations appropriation for the budget division program of the
13 division of the budget, are deemed fully incorporated herein and a
14 part of this appropriation as if fully stated (13953).
15 Contractual services (51000) ... 543,000 .............. (re. $535,000)",303,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2021|543000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,54000,2024,4000,4000,"35 Travel (54000) ... 4,000 ................................ (re. $4,000)",303,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2024|4000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,54000,2023,4000,4000,"5 Travel (54000) ... 4,000 ................................ (re. $4,000)",304,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2023|4000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,54000,2022,4000,4000,"23 Travel (54000) ... 4,000 ................................ (re. $4,000)",304,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2022|4000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,13953,2021,200000,200000,"25 By chapter 50, section 1, of the laws of 2021:
26 For services and expenses related to the vending stand program and
27 pension plan and establishing food service sites.
28 Notwithstanding any other provision of law to the contrary, the money
29 hereby appropriated may be interchanged or transferred, without
30 limit, to any special revenue funds - other account and/or any
31 appropriation of the office of children and family services, and may
32 be increased or decreased without limit by transfer between these
33 appropriated amounts and appropriations.
34 Notwithstanding any other provision of law to the contrary, the OGS
35 Interchange and Transfer Authority and the IT Interchange and Trans-
36 fer Authority as defined in the 2021-22 state fiscal year state
37 operations appropriation for the budget division program of the
38 division of the budget, are deemed fully incorporated herein and a
39 part of this appropriation as if fully stated (13953).
40 Supplies and materials (57000) ... 200,000 ............ (re. $200,000)",304,25.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2021|200000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,54000,2021,4000,4000,"41 Travel (54000) ... 4,000 ................................ (re. $4,000)",304,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2021|4000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Gifts and Bequests Account - 20129,51000,2021,546000,427000,"42 Contractual services (51000) ... 546,000 .............. (re. $427,000)",304,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2021|546000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,special revenue funds - other,CBVH Highway Revenue Account - 22108,13953,2023,950000,327000,"16 By chapter 50, section 1, of the laws of 2023:
17 For services and expenses related to the vending stand program and
18 pension plan and establishing food service sites.
19 Notwithstanding any other provision of law to the contrary, the money
20 hereby appropriated may be interchanged or transferred, without
21 limit, to any special revenue funds - other account and/or any
22 appropriation of the office of children and family services, and may
23 be increased or decreased without limit by transfer between these
24 appropriated amounts and appropriations.
25 Notwithstanding any other provision of law to the contrary, the OGS
26 Interchange and Transfer Authority and the IT Interchange and Trans-
27 fer Authority as defined in the 2023-24 state fiscal year state
28 operations appropriation for the budget division program of the
29 division of the budget, are deemed fully incorporated herein and a
30 part of this appropriation as if fully stated (13953).
31 Contractual services (51000) ... 950,000 .............. (re. $327,000)",305,16.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2023|950000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,13953,2021,500000,252000,"15 By chapter 50, section 1, of the laws of 2021:
16 For services and expenses of programs that support the blind.
17 Notwithstanding any other provision of law to the contrary, the OGS
18 Interchange and Transfer Authority and the IT Interchange and Trans-
19 fer Authority as defined in the 2021-22 state fiscal year state
20 operations appropriation for the budget division program of the
21 division of the budget, are deemed fully incorporated herein and a
22 part of this appropriation as if fully stated (13953).
23 Contractual services (51000) ... 500,000 .............. (re. $252,000)",306,15.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13953|2021|500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,14020,2023,50000,42000,"32 By chapter 50, section 1, of the laws of 2023:
33 For services and expenses related to the systems support program.
34 Notwithstanding section 51 of the state finance law and any other
35 provision of law to the contrary, the director of the budget may,
36 upon the advice of the commissioner of children and family services,
37 authorize the transfer or interchange of moneys appropriated herein
38 with any other state operations - general fund appropriation within
39 the office of children and family services except where transfer or
40 interchange of appropriations is prohibited or otherwise restricted
41 by law.
42 Notwithstanding any other provision of law to the contrary, the OGS
43 Interchange and Transfer Authority and the IT Interchange and Trans-
44 fer Authority as defined in the 2023-24 state fiscal year state
45 operations appropriation for the budget division program of the
46 division of the budget, are deemed fully incorporated herein and a
47 part of this appropriation as if fully stated (14020).
48 Supplies and materials (57000) ... 50,000 .............. (re. $42,000)",307,32.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14020|2023|50000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,54000,2023,23000,23000,"49 Travel (54000) ... 23,000 .............................. (re. $23,000)",307,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2023|23000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,51000,2023,2400000,659000,"50 Contractual services (51000) ... 2,400,000 ............ (re. $659,000)",307,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2023|2400000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,56000,2023,25000,25000,"308 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 Equipment (56000) ... 25,000 ........................... (re. $25,000)",308,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|56000|2023|25000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,13986,2023,202000,40000,"2 For the non-federal share of services and expenses for the continued
3 maintenance of the statewide automated child welfare information
4 system; to operate the statewide automated child welfare information
5 system; and for the continued development of the statewide automated
6 child welfare information system. Of the amounts appropriated here-
7 in, a portion may be available for suballocation to the office of
8 information technology services for the administration of independ-
9 ent verification and validation services for child welfare systems
10 operated or developed by the office of children and family services.
11 Notwithstanding any provision of law to the contrary, funds appropri-
12 ated herein shall only be available upon approval of an expenditure
13 plan by the director of the budget.
14 Notwithstanding section 51 of the state finance law and any other
15 provision of law to the contrary, the director of the budget may,
16 upon the advice of the commissioner of children and family services,
17 authorize the transfer or interchange of moneys appropriated herein
18 with any other state operations - general fund appropriation within
19 the office of children and family services except where transfer or
20 interchange of appropriations is prohibited or otherwise restricted
21 by law.
22 Notwithstanding any other provision of law to the contrary, the OGS
23 Interchange and Transfer Authority and the IT Interchange and Trans-
24 fer Authority as defined in the 2023-24 state fiscal year state
25 operations appropriation for the budget division program of the
26 division of the budget, are deemed fully incorporated herein and a
27 part of this appropriation as if fully stated (13986).
28 Personal service--regular (50100) ... 202,000 .......... (re. $40,000)",308,2.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13986|2023|202000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,57000,2023,129000,125000,"29 Supplies and materials (57000) ... 129,000 ............ (re. $125,000)",308,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57000|2023|129000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,54000,2023,129000,85000,"30 Travel (54000) ... 129,000 ............................. (re. $85,000)",308,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2023|129000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,51000,2023,8706000,5074000,"31 Contractual services (51000) ... 8,706,000 .......... (re. $5,074,000)",308,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|51000|2023|8706000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Connections Account - 25175,56000,2023,846000,846000,"32 Equipment (56000) ... 846,000 ......................... (re. $846,000)",308,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|56000|2023|846000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,13986,2020,500000,500000,"310 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 operation, and development of the statewide automated child welfare
2 information system.
3 Subject to the approval of the director of the budget, such funds
4 shall be available to the office net of disallowances, refunds,
5 reimbursements, and credits (13986).
6 Personal service (50000) ... 500,000 .................. (re. $500,000)",310,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13986|2020|500000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,57050,2020,29753000,26524000,"7 Nonpersonal service (57050) ... 29,753,000 ......... (re. $26,524,000)",310,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|57050|2020|29753000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,60090,2020,305000,305000,"8 Fringe benefits (60090) ... 305,000 ................... (re. $305,000)",310,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60090|2020|305000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,58850,2020,35000,35000,"9 Indirect costs (58850) ... 35,000 ...................... (re. $35,000)",310,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|58850|2020|35000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,State Purposes Account - 10050,54000,2024,274000,261000,"6 Travel (54000) ... 274,000 ............................ (re. $261,000)",311,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|54000|2024|274000
DEPARTMENT OF FAMILY ASSISTANCE,STATE OPERATIONS,general fund,Multiagency Training Contract Account - 21989,14075,2020,770000,87000,"315 12550-10-5
DEPARTMENT OF FAMILY ASSISTANCE
OFFICE OF CHILDREN AND FAMILY SERVICES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 authorize the transfer or interchange of moneys appropriated herein
2 with any other state operations - general fund or state special
3 revenue other fund appropriation within the office of children and
4 family services except where transfer or interchange of appropri-
5 ations is prohibited or otherwise restricted by law.
6 Notwithstanding any other provision of law to the contrary, the OGS
7 Interchange and Transfer Authority and the IT Interchange and Trans-
8 fer Authority as defined in the 2020-21 state fiscal year state
9 operations appropriation for the budget division program of the
10 division of the budget, are deemed fully incorporated herein and a
11 part of this appropriation as if fully stated (14075).
12 Personal service--regular (50100) ... 770,000 .......... (re. $87,000)",315,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14075|2020|770000
