agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key,program_purpose,program_category,recipient_name,recipient_type,recipients,statutory_references,has_transfer_authority,has_interchange_authority,transfer_targets,requires_approval,approval_authority,set_aside_amount,set_aside_purpose,percentage_allocations,time_limits,has_notwithstanding
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25722,2024,500000000,500000000,"370 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 development of information technology systems related to water qual-
2 ity pursuant to section 3-0315 of the environmental conservation
3 law. All or a portion of the appropriation may be provided to the
4 environmental facilities corporation or suballocated to any other
5 state department, agency, public authority, or public benefit corpo-
6 ration (09CW2457) (25722) ..........................................
7 500,000,000 ..................................... (re. $500,000,000)",370,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25722|2024|500000000,,environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2023,200000,200000,"21 For services and expenses including personal service, fringe benefits,
22 and nonpersonal service for the Excelsior Conservation Corps program
23 including suballocation to other state departments and agencies
24 (09CC2357) (25708) ... 200,000 ...................... (re. $200,000)",370,21.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2023|200000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2022,200000,200000,"37 For services and expenses including personal service, fringe benefits,
38 and nonpersonal service for the Excelsior Conservation Corps program
39 including suballocation to other state departments and agencies
40 (09CC2257) (25708) ... 200,000 ...................... (re. $200,000)",371,37.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2022|200000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2021,35000000,11000000,"33 For payment of a portion of the state's match for federal capitaliza-
34 tion grants for the water pollution control revolving fund
35 (09RF2157) (24874) ... 35,000,000 ................ (re. $11,000,000)",372,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2021|35000000,For payment of a portion of the state's match for federal capitaliza-,transportation,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2021,5500000,2985000,"36 For services and expenses including personal service, fringe benefits,
37 and nonpersonal service for the water pollution control revolving
38 fund and related water quality activities including suballocation to
39 other state departments and agencies (09SR2157) (25707) ............
40 5,500,000 ......................................... (re. $2,985,000)",372,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2021|5500000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25708,2021,200000,200000,"41 For services and expenses including personal service, fringe benefits,
42 and nonpersonal service for the Excelsior Conservation Corps program
43 including suballocation to other state departments and agencies
44 (09CC2157) (25708) ... 200,000 ...................... (re. $200,000)",372,41.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25708|2021|200000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2020,5500000,2958000,"36 For services and expenses including personal service, fringe benefits,
37 and nonpersonal service for the water pollution control revolving
38 fund and related water quality activities including suballocation to
39 other state departments and agencies (09SR2057) (25707) ............
40 5,500,000 ......................................... (re. $2,958,000)",373,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2020|5500000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,24874,2019,35000000,4813000,"36 For payment of a portion of the state's match for federal capitaliza-
37 tion grants for the water pollution control revolving fund
38 (09RF1957) (24874) ... 35,000,000 ................. (re. $4,813,000)",374,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24874|2019|35000000,For payment of a portion of the state's match for federal capitaliza-,transportation,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2019,5500000,2742000,"39 For services and expenses including personal service, fringe benefits,
40 and nonpersonal service for the water pollution control revolving
41 fund and related water quality activities including suballocation to
42 other state departments and agencies (09SR1957) (25707) ............
43 5,500,000 ......................................... (re. $2,742,000)",374,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2019|5500000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,Pure Waters Bond Fund Account - 30620,25707,2018,5500000,775000,"35 For services and expenses including personal service, fringe benefits,
36 and nonpersonal service for the water pollution control revolving
37 fund and related water quality activities including suballocation to
38 other state departments and agencies (09SR1857) (25707) ............
39 5,500,000 ........................................... (re. $775,000)",375,35.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25707|2018|5500000,"For services and expenses including personal service, fringe benefits,",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF ENVIRONMENTAL CONSERVATION,CAPITAL PROJECTS,Capital Projects Fund,SRF Capitalization Grants Account - 31359,25888,2000,5000000,176000,"383 12554-09-5
DEPARTMENT OF ENVIRONMENTAL CONSERVATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 mental conservation law upon the issuance of a certificate of
2 approval of availability by the director of the division of the
3 budget. The state comptroller shall at the commencement of each
4 month certify to the director of the division of the budget, the
5 commissioner of environmental conservation, the chairman of the
6 senate finance committee, and the chairman of the assembly ways and
7 means committee the amounts disbursed from this appropriation for
8 ""Clean Water Project Disbursements"" for the month preceding such
9 certification (09B20057) (25888) ... 5,000,000 ...... (re. $176,000)",383,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25888|2000|5000000,,environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,60581,2022,50000000,50000000,"5 By chapter 54, section 1, of the laws of 2022, as amended by chapter 54,
6 section 1, of the laws of 2023:
7 For the comprehensive construction programs, purposes and projects as
8 herein specified in accordance with the following: Notwithstanding
9 section 1680-g of the public authorities law and any other law to
10 the contrary, funds appropriated herein shall be for grants adminis-
11 tered by the dormitory authority of the state of New York for
12 payment of capital costs of design, construction, reconstruction,
13 rehabilitation, and equipment for existing or proposed child care
14 facilities; and the acquisition of equipment or other capital assets
15 with a useful life of not less than ten years purchased for instal-
16 lation onto infrastructure that is owned or controlled by the grant
17 recipient; provided that in cases involving the acquisition of non-
18 fixed equipment and capital assets such assets shall solely be used
19 by the grant recipient. Individual grants shall be in the amount no
20 less than $50,000 and are to be awarded on a competitive basis to
21 eligible child care facilities through a request for proposals and
22 application process determined by the office of children and family
23 services and the dormitory authority of the state of New York.
24 Notwithstanding any other law to the contrary, all or a portion of
25 the amounts hereby appropriated may be suballocated or transferred
26 to the dormitory authority of the state of New York for such purpose
27 (25CC22CC)(60581) ..................................................
28 50,000,000 ....................................... (re. $50,000,000)",394,5.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|60581|2022|50000000,,infrastructure,,,[],"[{""type"": ""state"", ""law_name"": ""public authorities law"", ""section"": ""1680-g"", ""full_citation"": ""section 1680-g of the public authorities law""}]",False,False,[],False,,,,[],[],True
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,81088,2012,7000000,3573000,"3 By chapter 54, section 1, of the laws of 2012:
4 For payment of design and construction management account of the
5 centralized services fund of the New York state office of general
6 services for the purpose of preparation and review of plans, spec-
7 ifications, estimates, services, construction management and super-
8 vision, inspection studies, appraisals, surveys, testing and envi-
9 ronmental impact statements and for the cost of consultant design
10 service (25GS1230) (81088) ... 7,000,000 .......... (re. $3,573,000)",397,3.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81088|2012|7000000,For payment of design and construction management account of the,infrastructure,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,81107,2021,5754000,1262000,"36 By chapter 54, section 1, of the laws of 2021:
37 For the maintenance and operation of various facilities and systems
38 including personal services, fringe benefits and indirect costs.
39 Notwithstanding any other law to the contrary, all or a portion of the
40 funds appropriated herein may be suballocated or transferred to any
41 department, agency, or public authority (25FM21MO) (81107) .........
42 5,754,000 ......................................... (re. $1,262,000)",397,36.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|81107|2021|5754000,,transportation,,,[],[],False,False,[],False,,,,[],[],True
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14041,2021,874000,110000,"29 By chapter 54, section 1, of the laws of 2021:
30 For the preparation and review of plans, specifications, estimates,
31 studies, inspections, appraisals and surveys, and payment of
32 personal service and nonpersonal service, including fringe benefits
33 and indirect costs related to the administration and security of
34 capital projects provided by the office of children and family
35 services for new and reappropriated projects (25AD2150) (14041) ....
36 874,000 ............................................. (re. $110,000)",398,29.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14041|2021|874000,,infrastructure,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14021,2012,1725000,423000,"11 By chapter 54, section 1, of the laws of 2012, as amended by chapter 54,
12 section 1, of the laws of 2013:
13 For alterations and improvements to youth facilities, including the
14 preparation of designs, plans, specifications, and estimates for the
15 preservation of existing facilities and programs, including liabil-
16 ities incurred prior to April 1, 2012 (25GM1203) (14021) ...........
17 1,725,000 ........................................... (re. $423,000)",401,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14021|2012|1725000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14043,2012,5000000,2874000,"25 By chapter 54, section 1, of the laws of 2012, as amended by chapter 54,
26 section 1, of the laws of 2013:
27 For payment of the cost of construction, reconstruction and improve-
28 ments, including the preparation of designs, plans, specifications
29 and estimates for environmental protection or improvements at vari-
30 ous youth facilities, including liabilities incurred prior to April
31 1, 2012 (25EN1206) (14043) ... 5,000,000 .......... (re. $2,874,000)",403,25.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14043|2012|5000000,"For payment of the cost of construction, reconstruction and improve-",environment,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14042,2012,6000000,383000,"25 By chapter 54, section 1, of the laws of 2012, as amended by chapter 54,
26 section 1, of the laws of 2013:
27 For payment of the cost of construction, reconstruction and improve-
28 ments, including the preparation of designs, plans, specifications
29 and estimates, for health and safety improvements to existing youth
30 facilities and programs, including liabilities incurred prior to
31 April 1, 2012 (25011201) (14042) ... 6,000,000 ...... (re. $383,000)",405,25.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14042|2012|6000000,"For payment of the cost of construction, reconstruction and improve-",health,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14023,2012,7000000,481000,"24 By chapter 54, section 1, of the laws of 2012, as amended by chapter 54,
25 section 1, of the laws of 2013:
26 For payment of the cost of construction, reconstruction and improve-
27 ments, including the preparation of designs, plans, specifications,
28 and estimates for the preservation of existing facilities and
29 programs, including liabilities incurred prior to April 1, 2012
30 (25031203) (14023) ... 7,000,000 .................... (re. $481,000)",407,24.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14023|2012|7000000,"For payment of the cost of construction, reconstruction and improve-",arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,13913,2017,61922000,61922000,"11 By chapter 54, section 1, of the laws of 2017, as amended by chapter 54,
12 section 1, of the laws of 2018:
13 For payment of the cost of land acquisition, construction, recon-
14 struction, rehabilitation and improvements, including the prepara-
15 tion of designs, plans, specifications and estimates, for new and
16 existing capital projects and programs including, but not limited
17 to, preparation of plans, administration, maintenance and improve-
18 ment of existing facilities of any state agency, new facilities,
19 energy conservation, environmental protection or improvement, health
20 and safety, preservation of facilities, accreditation and program
21 improvement or program changes associated with the raising the age
22 of juvenile jurisdiction, including to the extent feasible, the
23 reuse of a facility of any state agency or a new facility, provided,
24 however, that expenditures from this appropriation are pursuant to
25 part WWW of chapter 59 of the laws of 2017 and no expenditures may
26 be made from this appropriation until a plan of projects has been
27 approved by the director of the budget. Notwithstanding any other
28 provision of law to the contrary, money hereby appropriated may be
29 suballocated or transferred to the department of corrections and
30 community supervision or any other agency for expenses related to
31 this program (25RA1708) (13913) ... 110,000,000 .. (re. $61,922,000)",408,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|13913|2017|61922000,"For payment of the cost of land acquisition, construction, recon-",infrastructure,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14051,2022,10000000,4211000,"7 By chapter 54, section 1, of the laws of 2022:
8 For payment of the cost of construction, reconstruction, security and
9 other improvements, including the preparation of designs, plans,
10 specifications and estimates related to improvements or changes to
11 existing facilities or programs, including liabilities incurred
12 prior to April 1, 2022 (25082208) (14051) ..........................
13 10,000,000 ........................................ (re. $4,211,000)",409,7.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14051|2022|10000000,"For payment of the cost of construction, reconstruction, security and",infrastructure,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,OCF Improvement Projects Account - 31701,14051,2012,10000000,131000,"33 By chapter 54, section 1, of the laws of 2012, as amended by chapter 54,
34 section 1, of the laws of 2013:
35 For payment of the cost of construction, reconstruction, security and
36 other improvements, including the preparation of designs, plans,
37 specifications and estimates related to improvements or changes to
38 existing facilities or programs, including liabilities incurred
39 prior to April 1, 2012 (25081208) (14051) ..........................
40 10,000,000 .......................................... (re. $131,000)",410,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|14051|2012|10000000,"For payment of the cost of construction, reconstruction, security and",infrastructure,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF FAMILY ASSISTANCE,CAPITAL PROJECTS,Capital Projects Fund,Department of Social Services Account - 31853,52357,2022,5000000,5000000,"11 For the development of permanent, emergency and transitional housing
12 for veterans in accordance with article 2-A of the social services
13 law including the payment of liabilities prior to April 1, 2022;
14 provided, however, that if an insufficient number of viable
15 proposals for veterans are received, the balance of funding can be
16 used for the development of permanent, emergency and transitional
17 housing for other priority need populations as determined by the
18 commissioner of the office of temporary and disability assistance
19 and approved by the director of the budget. Notwithstanding any
20 inconsistent provision of law, up to two percent of the appropri-
21 ation for any fiscal year may be used to pay for technical assist-
22 ance in support of project development and operation, support
23 services development, architecture and engineering, legal services
24 and financial services and may be provided by individuals and not-
25 for-profit or business corporations (27VT22G5) (52357) .............
26 5,000,000 ......................................... (re. $5,000,000)",418,11.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF FAMILY ASSISTANCE|52357|2022|5000000,,transportation,,,[],[],False,False,[],False,,,,[],[],False
