agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29603,2020,262500,18000,"35 For additional grants to existing community service programs to meet
36 the increased demands of HIV education, prevention, outreach, legal
37 and supportive services to high risk groups and to address increased
38 operating costs of these programs. Such grants shall be equitably
39 distributed (29603) ... 262,500 ...................... (re. $18,000)",957,35.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29603|2020|262500
DEPARTMENT OF HEALTH,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,29983,2019,525000,78000,"40 By chapter 53, section 1, of the laws of 2019:
41 For additional grants to existing community service programs to meet
42 the increased demands of HIV education, prevention, outreach, legal
43 and supportive services to high risk groups and to address increased
44 operating costs of these programs. Such grants shall be equitably
45 distributed (29983) ... 525,000 ...................... (re. $78,000)",957,40.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29983|2019|525000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,Special Revenue Funds - Federal,SAMHSA Account - 25170,29984,2019,525000,41000,"46 For additional grants to existing community based organizations and to
47 article 28 of the public health law diagnostic and treatment centers
48 that must operate in a neighborhood or geographic area with high
49 concentrations of at risk populations and provide services and
50 programs that are culturally sensitive to the special social and
51 cultural needs of the at risk populations. Such grants shall be used
AB
958 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 to meet increased demands for HIV education, prevention, outreach,
2 and legal programs. Such grant shall be equitably distributed
3 (29984) ... 525,000 .................................. (re. $41,000)",958,46.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29984|2019|525000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,Special Revenue Funds - Federal,SAMHSA Account - 25170,26861,2019,75000,4000,"4 For services and expenses of Camba, Inc. (26861) .....................
5 75,000 ................................................ (re. $4,000)",958,4.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26861|2019|75000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29941,2024,26950,18000,"32 For services and expenses of a minority male wellness and screening
33 program (29941) ... 26,950 ........................... (re. $18,000)",959,32.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29941|2024|26950
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29968,2024,261600,261600,"7 For services and expenses of the public health management leaders of
8 tomorrow program, provided a portion of this appropriation shall be
9 suballocated to university at Albany school of public health (29968)
10 ... 261,600 ......................................... (re. $261,600)",960,7.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29968|2024|261600
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26830,2024,32000,32000,"11 For services and expenses related to statewide health broadcasts
12 involving local, state and federal agencies (26830) ................
13 32,000 ............................................... (re. $32,000)",960,11.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26830|2024|32000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29963,2024,69400,66232,"16 For services and expenses of research and prevention, and detection of
17 Lyme disease and other tick-borne illnesses _(_2_9_9_6_3_) ................
18 69,400 ............................................... (re. $66,232)",960,16.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29963|2024|69400
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26833,2024,430000,430000,"22 For services and expenses of health promotion initiatives _(_2_6_8_3_3_) ....
23 430,000 ............................................. (re. $430,000)",960,22.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26833|2024|430000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59100,2024,4250000,4250000,"36 For additional services and expenses of the Nourish NY program. Funds
37 appropriated herein shall not be subject to section 112 of the state
38 finance law and section 163 of the state finance law. Notwithstand-
39 ing any inconsistent provision of law, the moneys hereby appropri-
40 ated may be increased or decreased by interchange or transfer with
41 any appropriation of the department of health or any other state
42 agency, subject to the approval of the director of the budget
43 _(_5_9_1_0_0_) ... 4,250,000 ............................. (re. $4,250,000)",963,36.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59100|2024|4250000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29504,2024,500000,500000,"9 For additional state grants for a program of Family Planning services
10 pursuant to article 2 of the public health law _(_2_9_5_0_4_) .............
11 500,000 ............................................. (re. $500,000)",965,9.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29504|2024|500000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59043,2024,200000,200000,"41 For services and expenses of Council of Senior Centers and Services of
42 New York (LiveOn Rise Program) _(_5_9_0_4_3_) .............................
43 200,000 ............................................. (re. $200,000)",965,41.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59043|2024|200000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59069,2024,50000,50000,"12 For services and expenses of Island Harvest Food Bank _(_5_9_0_6_9_) ........
13 50,000 ............................................... (re. $50,000)",966,12.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59069|2024|50000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59068,2024,500000,500000,"30 For services and expenses of New York Common Pantry _(_5_9_0_6_8_) ..........
31 500,000 ............................................. (re. $500,000)",966,30.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59068|2024|500000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29963,2023,69400,30000,"19 For services and expenses of research and prevention, and detection of
20 Lyme disease and other tick-borne illnesses (29963) ................
21 69,400 ............................................... (re. $30,000)",968,19.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29963|2023|69400
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26833,2023,430000,114000,"25 For services and expenses of health promotion initiatives (26833) ....
26 430,000 ............................................. (re. $114,000)",968,25.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26833|2023|430000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26840,2023,30642000,392000,"7 For services and expenses related to the Indian health program. The
8 moneys hereby appropriated shall be for payment of financial assist-
9 ance heretofore accrued or hereafter to accrue (26840) .............
10 30,642,000 .......................................... (re. $392,000)",969,7.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26840|2023|30642000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26922,2023,8320000,1292000,"31 For services and expenses associated with new and existing school
32 based health centers (26922) ... 8,320,000 ........ (re. $1,292,000)",969,31.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26922|2023|8320000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26822,2023,56547000,8752000,"7 For services and expenses, including operating expenses related to
8 providing nutritional services and nutrition education for hunger
9 prevention and nutrition assistance. A portion of this appropriation
10 may be suballocated to other state agencies (26822) ................
11 56,547,000 ........................................ (re. $8,752,000)",970,7.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26822|2023|56547000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26926,2023,22325000,5802000,"18 For services and expenses related to evidence based cancer services
19 programs (26926) ... 22,325,000 ................... (re. $5,802,000)",970,18.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26926|2023|22325000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29549,2023,40644000,14446000,"20 For services and expenses related to the tobacco use prevention and
21 control program including grants to support cancer research.
22 Notwithstanding section 4 of the state finance law, article VII of
23 the executive law, or any other provision of law to the contrary, up
24 to $5,000,000 of the funds appropriated herein shall be paid from
25 the proceeds of the April 2023 settlement agreement between the
26 people of the State of New York by the Attorney General of the State
27 of New York and JUUL labs inc., James Monsees, and Adam Bowen
28 (29549) ... 40,644,000 ........................... (re. $14,446,000)",970,20.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29549|2023|40644000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,59039,2023,2500000,1987000,"40 For services and expenses or reimbursement of expenses incurred by
41 local government agencies and/or not-for-profit service providers or
42 their employees providing community public health programs and
43 services. Notwithstanding section 24 of the state finance law or any
44 provision of law to the contrary, funds from this appropriation
45 shall be allocated only pursuant to a plan (i) approved by the
46 speaker of the assembly and the director of the budget which sets
47 forth either an itemized list of grantees with the amount to be
48 received by each, or the methodology for allocating such appropri-
49 ation, and (ii) which is thereafter included in an assembly resol-
50 ution calling for the expenditure of such funds, which resolution
51 must be approved by a majority vote of all members elected to the
AB
971 12553-09-5
DEPARTMENT OF HEALTH
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 assembly upon a roll call vote (59039) .............................
2 2,500,000 ......................................... (re. $1,987,000)",971,40.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|59039|2023|2500000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,29612,2023,1912000,164000,"3 For services and expenses related to existing and new school-based
4 health clinics. Notwithstanding section 24 of the state finance law
5 or any provision of law to the contrary, funds from this appropri-
6 ation shall be allocated only pursuant to a plan (i) approved by the
7 speaker of the assembly and the director of the budget which sets
8 forth either an itemized list of grantees with the amount to be
9 received by each, or the methodology for allocating such appropri-
10 ation, and (ii) which is thereafter included in an assembly resol-
11 ution calling for the expenditure of such funds, which resolution
12 must be approved by a majority vote of all members elected to the
13 assembly upon a roll call vote (29612) .............................
14 1,912,000 ........................................... (re. $164,000)",971,3.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|29612|2023|1912000
DEPARTMENT OF HEALTH,AID TO LOCALITIES,general fund,SAMHSA Account - 25170,26823,2023,1912000,162000,"15 For services and expenses of school based health centers. Notwith-
16 standing section 24 of the state finance law or any provision of law
17 to the contrary, funds from this appropriation shall be allocated
18 only pursuant to a plan (i) approved by the temporary president of
19 the senate and the director of the budget which sets forth either an
20 itemized list of grantees with the amount to be received by each, or
21 the methodology for allocating such appropriation, and (ii) which is
22 thereafter included in a senate resolution calling for the expendi-
23 ture of such funds, which resolution must be approved by a majority
24 vote of all members elected to the senate upon a roll call vote
25 (26823) ... 1,912,000 ............................... (re. $162,000)",971,15.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF HEALTH|26823|2023|1912000
